id,title,url,upload_date,duration,view_count,description,thumbnail
Jnj74KsySZo,Raising The F*cking Bar: Unlocking Explosive Growth at Ovative,https://www.youtube.com/watch?v=Jnj74KsySZo,,2474.0,,,https://i.ytimg.com/vi/Jnj74KsySZo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAxPRVC12CV9adtI1CpOrV1_l9Ehg
7GFC07gr4c8,Raising The F*cking Bar with EMR: Creating a Marketing Metric That Actually Works,https://www.youtube.com/watch?v=7GFC07gr4c8,,2015.0,,,https://i.ytimg.com/vi/7GFC07gr4c8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLByY2MMlVegEx5TSgdu67yHsTcBCw
PMB8ld8qkdw,The Real Pitch: Live Feedback from Real Investors,https://www.youtube.com/watch?v=PMB8ld8qkdw,,3000.0,,,https://i.ytimg.com/vi/PMB8ld8qkdw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDGJTbxk6H0QLRLU22Ykmu2hC0U6g
Yk7VMPaqmsw,Ask a VC Anything,https://www.youtube.com/watch?v=Yk7VMPaqmsw,,2879.0,,,https://i.ytimg.com/vi/Yk7VMPaqmsw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCPHzGcUpUyT1Pk8lzgM-79jn4-Qg
9fyS7OVTeW8,Marketing for Founders - From Concept to Funding to Scale,https://www.youtube.com/watch?v=9fyS7OVTeW8,,2155.0,,,https://i.ytimg.com/vi/9fyS7OVTeW8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCgcRgnvqGtSdtYvCm2C6il40rw5A
P26cPrNPhDU,How to Supercharge Customer Acquisition & Boost Employee Engagement with Crypto Loyalty,https://www.youtube.com/watch?v=P26cPrNPhDU,,1963.0,,,https://i.ytimg.com/vi/P26cPrNPhDU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCMLPLodWG2zsYz8xB_yqxo6tB6Ug
_Ehk12rFb-k,How to get your first investment,https://www.youtube.com/watch?v=_Ehk12rFb-k,,3287.0,,,https://i.ytimg.com/vi/_Ehk12rFb-k/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDGkcnQ7kGDNzTM5ZNIvmy5Nt3Oqg
Y6BZ9UzFbX4,Building A Bigger Table: Philanthropy’s Role In Making Space for Underrepresented Fund Managers,https://www.youtube.com/watch?v=Y6BZ9UzFbX4,,2781.0,,,https://i.ytimg.com/vi/Y6BZ9UzFbX4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBnO-v9f6DI9O6WmzcC8JSE9gc6kg
MT3N34reDNs,Accelerating growth: How philanthropy fuels startup success,https://www.youtube.com/watch?v=MT3N34reDNs,,3474.0,,,https://i.ytimg.com/vi/MT3N34reDNs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAcQ84Ry-DcDnj0HJYaO3wGJBk28A
U0vMU6KbXfM,Why Creatives are the Future Tech Giants,https://www.youtube.com/watch?v=U0vMU6KbXfM,,2821.0,,,https://i.ytimg.com/vi/U0vMU6KbXfM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCtYHt21olDcaHfJw3xFy3hWNNvfw
eXz6nlWdUwk,Reconsidering How to Keep Teachers in the Field,https://www.youtube.com/watch?v=eXz6nlWdUwk,,1511.0,,,https://i.ytimg.com/vi/eXz6nlWdUwk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC68be187H8Pvo8ckFWa_vXAq3FKw
k4iYLBCvFOA,Are reviews (social proof) the most important growth driver? BETA program study results.,https://www.youtube.com/watch?v=k4iYLBCvFOA,,1194.0,,,https://i.ytimg.com/vi/k4iYLBCvFOA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBIhQgxF8UF0V9OYUNY7Ti1EH_F6g
iJRsRcuMtCk,The Seeds of a Thriving Community,https://www.youtube.com/watch?v=iJRsRcuMtCk,,1216.0,,,https://i.ytimg.com/vi/iJRsRcuMtCk/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAsoFigIMCAAQARhEIEEofzAP&rs=AOn4CLDnhydP21KqH1tqZASSWZ8XXRuqlw
BANu0cAdlME,Youth Lens 360 Presentation: The Impact of the Twin Cities Startup Week Fly-In Program,https://www.youtube.com/watch?v=BANu0cAdlME,,637.0,,,https://i.ytimg.com/vi/BANu0cAdlME/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAArYFigIMCAAQARhlIGUoZTAP&rs=AOn4CLD1Ca-yGGM1UX--s-nTNFtj-JnD1w
ZMFDb8_amzY,The Impact of the Twin Cities Startup Week Fly-In Program,https://www.youtube.com/watch?v=ZMFDb8_amzY,,290.0,,,https://i.ytimg.com/vi/ZMFDb8_amzY/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIFEoSzAP&rs=AOn4CLD3pT-w6auHjqXK1pAz29JEyvHhOA
gvCBdjtVxgs,Twin Cities Startup Week 2022 Info Session,https://www.youtube.com/watch?v=gvCBdjtVxgs,,2825.0,,,https://i.ytimg.com/vi/gvCBdjtVxgs/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBlgiAAtAFigIMCAAQARg5IF4oZTAP&rs=AOn4CLB3IYXUDnFRTJIPQwMvv_66ZQSn1g
A-KGeIOamMc,A Side Hustle,https://www.youtube.com/watch?v=A-KGeIOamMc,,3551.0,,,https://i.ytimg.com/vi/A-KGeIOamMc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCD8agtZgcQBrJXY2WVoWjdXaKH-A
dTRPgBx_DR0,Business Essentials for Startups,https://www.youtube.com/watch?v=dTRPgBx_DR0,,5216.0,,,https://i.ytimg.com/vi/dTRPgBx_DR0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLByXTuZCYFkwx_51K2jwKF3jj0bLQ
Ezgg-RJV9dU,How to build a CPG Brand?,https://www.youtube.com/watch?v=Ezgg-RJV9dU,,3377.0,,,https://i.ytimg.com/vi/Ezgg-RJV9dU/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAuADigIMCAAQARh_IEEoJzAP&rs=AOn4CLBDROjkyYceg0yk-bFCzeKk9z0mdQ
N5Kr9B6XRWk,The 2 Keys to Successfully Marketing your Business,https://www.youtube.com/watch?v=N5Kr9B6XRWk,,3869.0,,,https://i.ytimg.com/vi/N5Kr9B6XRWk/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAuADigIMCAAQARhyIFMoMTAP&rs=AOn4CLA6jRph6JGbNm617-LuFLLb5PsatQ
R1Bp-Aqqyic,Early EdTech Founders Panel,https://www.youtube.com/watch?v=R1Bp-Aqqyic,,2463.0,,,https://i.ytimg.com/vi/R1Bp-Aqqyic/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAuADigIMCAAQARhyIFUoNzAP&rs=AOn4CLDSgYhQer6Bi0wS_ziFouWMcx7Mkw
